sample;annotation
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
540 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
30 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
175 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
145 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
60 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
360 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
430г;[(0, 4, 'B-VOLUME')]
190g;[(0, 4, 'B-VOLUME')]
125 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250g;[(0, 4, 'B-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
907 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
907 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
160гр;[(0, 5, 'B-VOLUME')]
400гр;[(0, 5, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
400гр;[(0, 5, 'B-VOLUME')]
400гр;[(0, 5, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
400гр;[(0, 5, 'B-VOLUME')]
400гр;[(0, 5, 'B-VOLUME')]
250гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
300гр;[(0, 5, 'B-VOLUME')]
90гр;[(0, 4, 'B-VOLUME')]
90гр;[(0, 4, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
425гр;[(0, 5, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
250гр;[(0, 5, 'B-VOLUME')]
250гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
237g;[(0, 4, 'B-VOLUME')]
454гр;[(0, 5, 'B-VOLUME')]
454гр;[(0, 5, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
400гр;[(0, 5, 'B-VOLUME')]
90гр;[(0, 4, 'B-VOLUME')]
90гр;[(0, 4, 'B-VOLUME')]
250гр;[(0, 5, 'B-VOLUME')]
3кг;[(0, 3, 'B-VOLUME')]
160 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
800гр;[(0, 5, 'B-VOLUME')]
900гр;[(0, 5, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
90гр;[(0, 4, 'B-VOLUME')]
4 x 200 g;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME'), (4, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME')]
90 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
800g;[(0, 4, 'B-VOLUME')]
3 шт 75 гр.;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME'), (5, 7, 'B-VOLUME'), (8, 11, 'I-VOLUME')]
40 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
313ml;[(0, 5, 'B-VOLUME')]
600 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
130 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
7 шт;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
Объём 425 мл. Масса нетто 340г. Масса кукурузы 272г.;[(6, 9, 'B-VOLUME'), (10, 13, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
95 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1000g;[(0, 5, 'B-VOLUME')]
530гр;[(0, 5, 'B-VOLUME')]
600гр;[(0, 5, 'B-VOLUME')]
1 kg;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
30г;[(0, 3, 'B-VOLUME')]
30г;[(0, 3, 'B-VOLUME')]
800 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
75г;[(0, 3, 'B-VOLUME')]
2 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
500г;[(0, 4, 'B-VOLUME')]
100 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
366г;[(0, 4, 'B-VOLUME')]
250г;[(0, 4, 'B-VOLUME')]
275г;[(0, 4, 'B-VOLUME')]
75г;[(0, 3, 'B-VOLUME')]
200 грамм;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
220 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 грамм;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
500г;[(0, 4, 'B-VOLUME')]
4г;[(0, 2, 'B-VOLUME')]
280 грамм. СЫРА 125 грамм;[(0, 3, 'B-VOLUME'), (4, 10, 'I-VOLUME'), (16, 19, 'B-VOLUME'), (20, 25, 'I-VOLUME')]
72 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
500g;[(0, 4, 'B-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
260 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
260 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
145 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
145 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
45g;[(0, 3, 'B-VOLUME')]
26х;[(0, 3, 'B-VOLUME')]
10 шт;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1kg;[(0, 3, 'B-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
1270gr;[(0, 6, 'B-VOLUME')]
1kg;[(0, 3, 'B-VOLUME')]
260гр;[(0, 5, 'B-VOLUME')]
260гр;[(0, 5, 'B-VOLUME')]
190гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
190гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
300гр;[(0, 5, 'B-VOLUME')]
300гр;[(0, 5, 'B-VOLUME')]
370гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
370гр;[(0, 5, 'B-VOLUME')]
900гр;[(0, 5, 'B-VOLUME')]
350гр;[(0, 5, 'B-VOLUME')]
350 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
380гр;[(0, 5, 'B-VOLUME')]
300гр;[(0, 5, 'B-VOLUME')]
320гр;[(0, 5, 'B-VOLUME')]
260гр;[(0, 5, 'B-VOLUME')]
330гр;[(0, 5, 'B-VOLUME')]
330гр;[(0, 5, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
1000гр;[(0, 6, 'B-VOLUME')]
1000гр;[(0, 6, 'B-VOLUME')]
2кг;[(0, 3, 'B-VOLUME')]
360гр;[(0, 5, 'B-VOLUME')]
360гр;[(0, 5, 'B-VOLUME')]
370гр;[(0, 5, 'B-VOLUME')]
370гр;[(0, 5, 'B-VOLUME')]
250мл;[(0, 5, 'B-VOLUME')]
60 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
60 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
260 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1.5 Литров;[(0, 3, 'B-VOLUME'), (4, 10, 'I-VOLUME')]
200мл;[(0, 5, 'B-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 грамм;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
970 мл / 1000 г;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME'), (9, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME')]
0,9 кг;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
95 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
1 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
117 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
85 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
454 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
800гр;[(0, 5, 'B-VOLUME')]
500 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
10 шт;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
370 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
30 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
150g;[(0, 4, 'B-VOLUME')]
400g;[(0, 4, 'B-VOLUME')]
140 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
220 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150мл;[(0, 5, 'B-VOLUME')]
500ml;[(0, 5, 'B-VOLUME')]
500 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
600гр;[(0, 5, 'B-VOLUME')]
600гр;[(0, 5, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
700g;[(0, 4, 'B-VOLUME')]
180 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
250 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
330 гр / 4 шт;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
400 г / 425 мл;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]
900 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
35г;[(0, 3, 'B-VOLUME')]
100 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
160 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
110 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,08 кг;[(0, 4, 'B-VOLUME'), (5, 7, 'I-VOLUME')]
350g;[(0, 4, 'B-VOLUME')]
75 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
140 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
900 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
36g;[(0, 3, 'B-VOLUME')]
245 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
430g;[(0, 4, 'B-VOLUME')]
1 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
500 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
420 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1.5 l;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
330 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
1l;[(0, 2, 'B-VOLUME')]
450гр;[(0, 5, 'B-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
60г;[(0, 3, 'B-VOLUME')]
0,5л;[(0, 4, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
220г;[(0, 4, 'B-VOLUME')]
380g;[(0, 4, 'B-VOLUME')]
72g;[(0, 3, 'B-VOLUME')]
192 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
80g;[(0, 3, 'B-VOLUME')]
80г;[(0, 3, 'B-VOLUME')]
50г;[(0, 3, 'B-VOLUME')]
240г;[(0, 4, 'B-VOLUME')]
150г;[(0, 4, 'B-VOLUME')]
520г;[(0, 4, 'B-VOLUME')]
180g;[(0, 4, 'B-VOLUME')]
80 гр., 5 шт.;[(8, 9, 'B-VOLUME'), (10, 13, 'I-VOLUME')]
40 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
700 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
40 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
0.95 л;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
0.5л;[(0, 4, 'B-VOLUME')]
500g;[(0, 4, 'B-VOLUME')]
0,8л;[(0, 4, 'B-VOLUME')]
1,15л;[(0, 5, 'B-VOLUME')]
1,25л;[(0, 5, 'B-VOLUME')]
30г;[(0, 3, 'B-VOLUME')]
1л;[(0, 2, 'B-VOLUME')]
200гр;[(0, 5, 'B-VOLUME')]
300гр;[(0, 5, 'B-VOLUME')]
60 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
60 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
15 штук по 15г;[(0, 2, 'B-VOLUME'), (3, 7, 'I-VOLUME'), (11, 14, 'B-VOLUME')]
270г;[(0, 4, 'B-VOLUME')]
10 шт;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
400g;[(0, 4, 'B-VOLUME')]
270g;[(0, 4, 'B-VOLUME')]
45г;[(0, 3, 'B-VOLUME')]
160г;[(0, 4, 'B-VOLUME')]
40 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
2 x 45 g;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME'), (4, 6, 'B-VOLUME'), (7, 8, 'I-VOLUME')]
270 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
60г;[(0, 3, 'B-VOLUME')]
240 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
25 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
450 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
450 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
860 гр;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
120 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
50 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
670 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
225гр;[(0, 5, 'B-VOLUME')]
36г;[(0, 3, 'B-VOLUME')]
36г;[(0, 3, 'B-VOLUME')]
550 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
40 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
300 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
310гр;[(0, 5, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
110 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,3 кг;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
2 кг;[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]
10 шт;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
4 х 2 х 20 г;[(8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]
200 грамм;[(0, 3, 'B-VOLUME'), (4, 9, 'I-VOLUME')]
250 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
500 ml;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
220 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
85 гр;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
30 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
350g;[(0, 4, 'B-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
90г;[(0, 3, 'B-VOLUME')]
850g;[(0, 4, 'B-VOLUME')]
200 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
100 пакет.;[(0, 3, 'B-VOLUME'), (4, 10, 'I-VOLUME')]
330ml;[(0, 5, 'B-VOLUME')]
400г;[(0, 4, 'B-VOLUME')]
50 гр;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
400 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
2L;[(0, 2, 'B-VOLUME')]
300 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
205 мл;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
250 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
350 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
150 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
0,400 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
75 г;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
210 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
106 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
320г;[(0, 4, 'B-VOLUME')]
0.2л;[(0, 4, 'B-VOLUME')]
30г;[(0, 3, 'B-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
400г;[(0, 4, 'B-VOLUME')]
30 шт;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
0,9 кг;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
500г;[(0, 4, 'B-VOLUME')]
250g;[(0, 4, 'B-VOLUME')]
400g;[(0, 4, 'B-VOLUME')]
250г;[(0, 4, 'B-VOLUME')]
0.33l;[(0, 5, 'B-VOLUME')]
50 g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]
500g;[(0, 4, 'B-VOLUME')]
350г;[(0, 4, 'B-VOLUME')]
540g;[(0, 4, 'B-VOLUME')]
180г;[(0, 4, 'B-VOLUME')]
12g;[(0, 3, 'B-VOLUME')]
71г;[(0, 3, 'B-VOLUME')]
2000g;[(0, 5, 'B-VOLUME')]
180g;[(0, 4, 'B-VOLUME')]
338g;[(0, 4, 'B-VOLUME')]
216g 6*36g;[(0, 4, 'B-VOLUME')]
350г;[(0, 4, 'B-VOLUME')]
450 мл.;[(0, 3, 'B-VOLUME'), (4, 7, 'I-VOLUME')]
200 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
180 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
41г;[(0, 3, 'B-VOLUME')]
1l;[(0, 2, 'B-VOLUME')]
180г;[(0, 4, 'B-VOLUME')]
500ml;[(0, 5, 'B-VOLUME')]
550г;[(0, 4, 'B-VOLUME')]
125г;[(0, 4, 'B-VOLUME')]
2000г;[(0, 5, 'B-VOLUME')]
1l;[(0, 2, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
900мл;[(0, 5, 'B-VOLUME')]
1000г;[(0, 5, 'B-VOLUME')]
400g;[(0, 4, 'B-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
1kg;[(0, 3, 'B-VOLUME')]
1кг;[(0, 3, 'B-VOLUME')]
500г;[(0, 4, 'B-VOLUME')]
500г;[(0, 4, 'B-VOLUME')]
370g;[(0, 4, 'B-VOLUME')]
500мл;[(0, 5, 'B-VOLUME')]
370g;[(0, 4, 'B-VOLUME')]
330ml;[(0, 5, 'B-VOLUME')]
338г;[(0, 4, 'B-VOLUME')]
160g;[(0, 4, 'B-VOLUME')]
165ml;[(0, 5, 'B-VOLUME')]
25 x 2g;[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME'), (5, 7, 'B-VOLUME')]
800г;[(0, 4, 'B-VOLUME')]
338г;[(0, 4, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
200г;[(0, 4, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
200g;[(0, 4, 'B-VOLUME')]
390g;[(0, 4, 'B-VOLUME')]
50g;[(0, 3, 'B-VOLUME')]
600g;[(0, 4, 'B-VOLUME')]
1 l;[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]
1000гр;[(0, 6, 'B-VOLUME')]
500гр;[(0, 5, 'B-VOLUME')]
1000g;[(0, 5, 'B-VOLUME')]
1kg;[(0, 3, 'B-VOLUME')]
190 g;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
656г;[(0, 4, 'B-VOLUME')]
26г;[(0, 3, 'B-VOLUME')]
450g;[(0, 4, 'B-VOLUME')]
1,1 кг.;[(0, 3, 'B-VOLUME'), (4, 7, 'I-VOLUME')]
150г;[(0, 4, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
900 мл / 828 г;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME'), (9, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]
10 шт;[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME')]
340г;[(0, 4, 'B-VOLUME')]
0,250 кг;[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
300г;[(0, 4, 'B-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
90г;[(0, 3, 'B-VOLUME')]
350г;[(0, 4, 'B-VOLUME')]
75г;[(0, 3, 'B-VOLUME')]
30г;[(0, 3, 'B-VOLUME')]
400 г.;[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME')]
180г;[(0, 4, 'B-VOLUME')]
1000 г;[(0, 4, 'B-VOLUME'), (5, 6, 'I-VOLUME')]
500 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
1 кг.;[(0, 1, 'B-VOLUME'), (2, 5, 'I-VOLUME')]
400 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
160 г;[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]
750г;[(0, 4, 'B-VOLUME')]
85g;[(0, 3, 'B-VOLUME')]
85g;[(0, 3, 'B-VOLUME')]
70cl;[(0, 4, 'B-VOLUME')]
300g;[(0, 4, 'B-VOLUME')]
330g;[(0, 4, 'B-VOLUME')]
400 гр.;[(0, 3, 'B-VOLUME'), (4, 7, 'I-VOLUME')]
450 гр.;[(0, 3, 'B-VOLUME'), (4, 7, 'I-VOLUME')]
